"","popsize","genotype","media","mat","sd.ls","medianLS","Delta_LL","AvgLS","gompLoglik","gompRate","gompShape","weibLogLik","weibScale","weibShape"
"921","80","BY4742","YPD","MATalpha","12.5557995072326","32","4.6215970256581","33.65","-318.268974116064","0.00445258086255552","0.0723895743673895","-313.647377090405","37.8157401701449","2.96543524863148"
"922","79","RGY663","YPD",NA,"5.95896385652971","15","10.7104908579063","15.4810126582278","-262.220538179987","0.0168041169399272","0.114132331098175","-251.510047322081","17.3760728207325","2.74004694341848"
"923","79","BY4742","YPD","MATalpha","11.6727669867477","28","1.61669782949411","28.6582278481013","-306.073954789327","0.00595277717389698","0.0784969534807708","-304.457256959833","32.262803186843","2.69629967907494"
"924","80","BY4742","YPD","MATalpha","11.4655165439789","27","1.48725427212042","28.3125","-309.355852709577","0.00630276433721275","0.0776983075704271","-307.868598437457","31.8012843694278","2.67302602824646"
"925","79","BY4742","YPD","MATalpha","11.1422451393139","28","0.687282391179167","27.4683544303797","-302.006998559263","0.0060866659405334","0.0829602442856908","-301.319716168084","30.8840251419321","2.70873658239929"
"926","80","CONTROL","YPD",NA,"5.61235921421349","13","5.44117437397821","13.9125","-254.644427065054","0.0145582586096938","0.14710091646312","-249.203252691076","15.669151424556","2.68710095454202"
"927","80","BY4741","YPD","MATa","10.5309594812124","26","2.08939558017045","25.3125","-301.702863563192","0.0071905011962232","0.0854798454968053","-299.613467983022","28.5378342595117","2.64059672846566"
"928","60","BY4742","YPD","MATalpha","7.5490860748154","25.5","7.69971746360835","26.8333333333333","-214.720787271969","0.00401756212171789","0.109505598056032","-207.021069808361","29.6586962756478","3.71982198638979"
"929","80","BY4742","YPD","MATalpha","8.95960519869351","30","1.87484839684925","30.5625","-289.114037317467","0.00191777197416032","0.119187427338369","-287.239188920618","33.8389472731195","3.94144523775893"
"930","59","BY4742","YPD","MATalpha","11.047503823779","23","6.00705381082858","26.4915254237288","-228.82671287952","0.00922690015277913","0.0682185428719954","-222.819659068692","29.9041090791517","2.58563312737974"
"931","78","BY4742","YPD","MATalpha","10.1768249256713","21","7.94604496533998","24.1282051282051","-296.059609515795","0.0104828739569979","0.0730421294283783","-288.113564550455","27.2543103807718","2.55579763949714"
"932","139","BY4742","YPD","MATalpha","12.235192152758","35","0.900663287741054","33.8992805755396","-544.102157156476","0.00335257037097077","0.0821145448955416","-543.201493868735","37.9509768554748","3.12704596310977"
"933","79","BY4742","YPD","MATalpha","10.2850322798268","23","6.59816247732681","24.9873417721519","-300.42687505309","0.00937316355805506","0.0747218613338358","-293.828712575763","28.1506336846056","2.61253180990952"
"934","60","LF960","YPD",NA,"9.66002596761082","25.5","-2.28222932288017","25.65","-219.451814898051","0.0047135428269118","0.105254785608967","-221.734044220931","28.6352053519727","2.9374385573579"
"935","40","SK1136","YPD",NA,"7.84133524736307","23","0.0982930113997895","22.475","-139.166564262095","0.00510089961237143","0.124546123471294","-139.068271250696","25.0119502026883","3.20507517860266"
"936","79","BY4742","YPD","MATalpha","11.7631748149346","28","3.43364018503047","29.4050632911392","-307.966998982345","0.00595650067141267","0.0756667661896004","-304.533358797315","33.1200413219664","2.75328423934672"
"937","59","BY4742","YPD","MATalpha","12.7148284095583","21","3.11095813470945","24.2372881355932","-232.342230775216","0.0145782669692197","0.0532328328341622","-229.231272640507","27.4552011322225","2.04739107692701"
"938","79","BY4742","YPD","MATalpha","10.0968050515631","31","2.92245952600342","31.506329113924","-296.71316133409","0.00294523697858093","0.0974947988361492","-293.790701808087","35.0328990238953","3.50608701034196"
"939","80","BY4742","YPD","MATalpha","12.4585134330716","35","-1.22893180915185","33.725","-312.487185984958","0.0031267349525986","0.0848532560513037","-313.716117794109","37.7963482942164","3.09138158767058"
"940","40","BY4741","YPD","MATa","11.1097093132827","31.5","-2.24003796555797","29.4","-151.356911111239","0.00398238063628232","0.0932636981933288","-153.596949076797","32.7723857049599","2.93425012290608"
"941","80","BY4742","YPD","MATalpha","10.3655954783241","24.5","9.91311751726568","27.15","-308.214585797412","0.00820442703560823","0.0718379175514985","-298.301468280146","30.5253120907833","2.78692523022677"
"942","79","BY4742","YPD","MATalpha","10.2173078045601","26","6.27881707544122","28.0632911392405","-300.454817101312","0.00588761403241871","0.0830889801920448","-294.17600002587","31.4596913481496","2.98678494545926"
"943","80","yMS268 WT","YPD","MATalpha","12.1739436939429","31.5","1.596920611634","30.8125","-313.891194531968","0.00529020163761196","0.0752376135882668","-312.294273920334","34.6088494028295","2.77739681614149"
"944","60","BY4741","YPD","MATa","9.64949282938781","21","8.26979496240358","22.65","-226.623493634133","0.0136892344105406","0.0668471169660612","-218.35369867173","25.5540498485136","2.48685023459921"
"945","80","BY4742","YPD","MATalpha","8.92018050563802","27","3.5821219189578","28.5","-290.937755125728","0.00303143720795126","0.11094724483973","-287.35563320677","31.6799918538856","3.59362409002395"
"946","40","BY4741","YPD","MATa","10.4365912010309","28.5","-0.684253494433648","28.475","-149.656531703274","0.00400254221736869","0.0976088666347934","-150.340785197707","31.7927835052503","3.05923196513088"
"947","80","BY4742","YPD","MATalpha","12.2687211634849","31","0.927649244984082","31.4","-313.894579138278","0.00484675179553931","0.0766166967878533","-312.966929893294","35.2514263507625","2.82718863357605"
"948","80","BY4742","YPD","MATalpha","10.5078331240092","30","5.14972803744905","30.875","-305.40551882327","0.00400898624242162","0.0875027648411768","-300.255790785821","34.502969002007","3.24578662513208"
"949","59","BY4742","YPD","MATalpha","14.9936281030892","29","1.38047294786321","31.135593220339","-241.553339077092","0.00802243224237416","0.0556069408935701","-240.172866129228","35.2909436922373","2.26665939128342"
"950","40","BY4742","YPD","MATalpha","11.5740370369778","30","-2.93289584986655","29.125","-152.007939729327","0.00392355696160747","0.0940964284608731","-154.940835579194","32.5785058222013","2.79207162597188"
"951","40","BY4741","YPD","MATa","12.4866852163538","27.5","-0.326737370856392","27.325","-156.542561618113","0.00803496635621398","0.0699135936503039","-156.869298988969","30.7781833396919","2.35978859562113"
"952","40","BY4741","YPD","MATa","11.5567440628117","38","-4.720470324545","32.925","-149.849964749087","0.00166584542122247","0.110893649228257","-154.570435073632","36.5874553459521","3.35395757820237"
"953","80","BY4742","YPD","MATalpha","12.4726980322034","32","2.768355753104","32.4625","-316.883194055263","0.00492112190291061","0.072489143207186","-314.114838302159","36.435782195446","2.85888943909941"
"954","100","BY4742","YPD","MATalpha","6.91287044416267","20","11.7594371676659","20.51","-346.11781013065","0.00804712787963772","0.115127351023672","-334.358372962984","22.9027736673132","3.15547368820431"
"955","40","W303AR","YPD","MATa","4.25591594287534","11","6.9073802379894","12.3","-120.940824386572","0.0179083123288895","0.162517859554379","-114.033444148582","13.7543513622728","2.98934695892243"
"956","140","BY4742","YPD","MATalpha","10.7671228864446","27","15.4395519952776","28.2","-544.857186449882","0.00804764578106789","0.0684588200328202","-529.417634454604","31.6425562291997","2.76297659001637"
"957","60","BY4743","YPD","diploid","9.77976407234523","36","3.53557149642404","37.1833333333333","-225.088312356232","0.00139967465912505","0.102735372238475","-221.552740859808","40.9159928995028","4.23836119014958"
"958","80","PSY316AUT","YPD","MATalpha","8.39068765003836","23","5.16528362639548","23.3375","-287.699089198937","0.0065552604308909","0.104177775092878","-282.533805572541","26.1224024587715","3.04078924522048"
"959","40","BY4741","YPD","MATa","12.9249311856523","29.5","3.47777236015889","30.85","-160.72544227762","0.00751244619750099","0.060715036910193","-157.247669917461","34.8253966065279","2.6031840145978"
"960","40","RM Parent","YPD","MATa","13.9489913246213","29.5","2.78275741205385","30.2","-162.547688084075","0.00897379942656642","0.0546276758849208","-159.764930672021","34.1945441629833","2.35968260111258"
"961","60","BY4741","YPD","MATa","9.34007524861109","27","1.97967473334933","27.5166666666667","-221.4092721994","0.0044616354402936","0.0989249668157738","-219.429597466051","30.612756888946","3.22608638128533"
"962","80","BY4742","YPD","MATalpha","10.8683432995075","28","8.71119283563797","28.675","-312.132929471993","0.00810058963979157","0.0667529978693231","-303.421736636355","32.139009022015","2.80509204639499"
"963","80","BY4742","YPD","MATalpha","14.3005488077392","34","1.50135375781753","34.775","-326.264922937595","0.00510869424458261","0.0632207011247238","-324.763569179777","39.1387097633432","2.66009864723104"
"964","60","BY4741","YPD","MATa","8.81504876593219","20","3.47285772894566","21.3","-218.087019936575","0.0104840866215239","0.0902870028666641","-214.614162207629","23.9460564975664","2.58516363423929"
"965","80","BY4742","YPD","MATalpha","10.3281521991158","28","5.41823945955804","29.3875","-304.314099541243","0.00483184084600356","0.0860434391796041","-298.895860081685","32.8833264804771","3.12867622595423"
"966","80","BY4742","YPD","MATalpha","10.6199895110678","29","4.21951918165928","29.025","-304.973996468561","0.00501285236186915","0.085568664817583","-300.754477286901","32.5500081352275","3.02867973379905"
"967","40","BY4742","YPD","MATalpha","12.4939985593084","26.5","-0.840880659760273","26.55","-156.789577075686","0.00936323921822042","0.0659595471080976","-157.630457735446","29.7740557027392","2.21195470864778"
"968","40","BY4741","YPD","MATa","8.64006024432938","24.5","1.63127338162923","24.625","-143.393632861824","0.00460179711221997","0.113562145050242","-141.762359480195","27.5694437705026","3.2289532265891"
"969","80","BY4742","YPD","MATalpha","12.6545571418243","31.5","2.24824802335297","33.0375","-317.716846398711","0.00461813109387831","0.0728355529570045","-315.468598375358","37.0711302674844","2.86006610410498"
"970","80","BY4742","YPD","MATalpha","11.275709020902","36","1.75950041696728","34.8125","-307.711795684718","0.0025294028780796","0.0900071386534291","-305.952295267751","38.7287813680535","3.52663067437539"
"971","79","fob1","YPD","MATalpha","13.6958191617797","40","-6.86492121245112","35.9620253164557","-312.108317533839","0.00253870846480827","0.0841265500429628","-318.97323874629","40.2033736164648","2.99854341690875"
"972","79","pnc1","YPD","MATalpha","12.4409413007178","31","-0.0754440910607173","30.620253164557","-309.815099998039","0.00514746081263668","0.0766691087982378","-309.8905440891","34.4425883516111","2.72070076875238"
"973","80","hap4","YPD","MATalpha","11.0815161417561","32","-3.78373520563167","30.1","-301.19307421457","0.00303304135568911","0.100773289190579","-304.976809420202","33.6745313996712","3.11775188388605"
"974","80","yap1","YPD","MATalpha","10.1367547799261","27","-2.14985500266891","26.825","-295.838284946618","0.00417567949112793","0.103653294915888","-297.988139949287","30.0558820736186","2.97971782828069"
"975","80","BY4742","YPD","MATalpha","8.83461797043564","24","3.48121089185202","24.4875","-290.15804505146","0.00563058136130061","0.10423959281512","-286.676834159608","27.4117470288408","3.05586793637787"
"976","20","BY4742","YPD","MATalpha","11.6533257055658","25","2.06740678359242","27.3","-78.3142954070671","0.00921632972749346","0.0648741090675034","-76.2468886234747","30.8204930562374","2.56884651805602"
"977","60","RGY799  WT","YPD","MATa","8.13647711770921","16.5","-1.4629050840303","16.3666666666667","-209.036420851268","0.0176750593992869","0.0948029752812252","-210.499325935299","18.3547251242095","2.06672140106987"
"978","80","BY4742","YPD","MATalpha","9.44792522934218","28.5","7.9664721670211","28.05","-299.998250085261","0.0052658139544657","0.0890032586813979","-292.03177791824","31.3296994645072","3.21368194848882"
"979","60","BY4742","YPD","MATalpha","8.92378273520175","23.5","5.11159759840854","24.4","-220.319168069069","0.00704724802825895","0.0935710302247067","-215.20757047066","27.3533210455301","2.96881758182184"
"980","80","BY4742","YPD","MATalpha","12.3767595603692","29.5","4.48116318749823","31.175","-317.486803247977","0.0061041003964221","0.0683306973268164","-313.005640060479","35.0593345162693","2.73936799033718"
"981","80","SK1224 WT","YPD","MATa","7.30084744517522","25","9.83723584852476","24.9625","-284.410658615429","0.00545391985690902","0.106411115961916","-274.573422766904","27.5529754603781","3.54217957497534"
"982","40","BY4742","YPD","MATalpha","9.43262206252106","25","2.62395484293023","25.5","-148.693317544354","0.00689355869445325","0.0886209786217629","-146.069362701423","28.5238437818809","2.93298100422476"
"983","99","BY4742","YPD","MATalpha","11.0291400162965","27","9.04887465977322","28.6363636363636","-384.515466248194","0.00694839744657344","0.072818243561653","-375.466591588421","32.2080288969043","2.80406091239505"
"984","40","RM MATalpha ""parent""","YPD","MATalpha","10.0240416128631","29.5","5.23712460510521","31.075","-153.82719642311","0.00497224681429862","0.0791055050735171","-148.590071818005","34.6052635911861","3.28399592054385"
"985","40","BY MATa ""parent""","YPD","MATa","12.3441826847243","32","0.706387476404615","33.075","-157.430523859395","0.0041502737643899","0.0770617624019353","-156.724136382991","37.0228459280918","2.97318240644959"
"986","40","BY4742","YPD","MATalpha","11.025349578736","33","0.684761946184921","32.325","-152.312590705224","0.00289307615635285","0.0939712386560126","-151.627828759039","36.0893541819003","3.3711241292679"
"987","40","WT BY Parent","YPD",NA,"7.22242767623612","25","4.42574330960485","24.875","-140.461297003327","0.00451326755815481","0.116150421222973","-136.035553693723","27.4806253681011","3.67123758270082"
"988","40","WT RM Parent","YPD","MATa","11.5868791842657","26.5","5.77136430893148","29.275","-158.738953495957","0.00869863630369494","0.0606700305844214","-152.967589187025","32.9788067218997","2.69093831928913"
"989","40","BY4742","YPD","MATalpha","9.88186632429735","25.5","4.95876049004693","25.8","-152.514323912974","0.00953163468086575","0.0713288183118636","-147.555563422927","28.925006528193","2.77477713629783"
"990","40","BY4742","YPD","MATalpha","15.3141463008252","31.5","-1.24906689598578","31.2","-163.443779823455","0.00742902084696044","0.0582136757051626","-164.692846719441","35.1822900910548","2.17562638759908"
"991","80","BY4742","YPD","MATalpha","10.1477689759806","27.5","6.60446919313404","28.6","-303.697679504239","0.00523576620844387","0.0858768349437218","-297.093210311105","32.0542054436903","3.07876505706674"
"992","80","BY4742","YPD","MATalpha","13.1589539713555","36","3.56126747239739","35.2625","-323.066797026064","0.00487555019559003","0.0648050249696275","-319.505529553666","39.4345500401531","2.91283011605745"
"993","40","BY4742","YPD","MATalpha","11.0666685974666","26.5","3.44144164881749","28.875","-154.8936379229","0.00631071931346184","0.0759537550541443","-151.452196274083","32.4810967653893","2.85572845380779"
"994","80","BY4742","YPD","MATalpha","11.5247394874316","25.5","5.45567078353685","27.125","-311.444395615286","0.00840668380777266","0.0695294232921379","-305.988724831749","30.6267404896871","2.55462427689365"
"995","77","yMS831","YPD",NA,"11.1496684231723","16","3.88730121920815","18.1168831168831","-289.285575765798","0.0273964411668064","0.0463869328304829","-285.39827454659","20.4007738272932","1.72109125533893"
"996","80","SUB62","YPD",NA,"14.1622548354885","30.5","1.08077771114159","30.6125","-323.74408540907","0.00751184472781183","0.0602522868919085","-322.663307697928","34.5984080881477","2.33890980709798"
"997","39","YWD2000 WT (SK1224)","YPD","MATa","8.7653470576946","20","2.87043989553018","21.1025641025641","-141.897901411497","0.0115137126711645","0.086520670680569","-139.027461515967","23.7267343016552","2.58702921941007"
"998","75","yMS1151","YPD",NA,"10.1512525300048","20","2.638957606693","21.2933333333333","-279.333298125425","0.012636575796658","0.0773348060347597","-276.694340518732","24.0897138346219","2.26129586121371"
"999","80","BY4742","YPD","MATalpha","11.0808236110288","22","3.75855916882466","25.8875","-306.589140921413","0.00804416766164759","0.0768881258282902","-302.830581752589","29.24645046956","2.55558044497177"
"1000","60","BY4741","YPD","MATa","12.5483359240688","28","0.813390813483664","30.2833333333333","-236.078936924899","0.00562036924161192","0.0741847923580297","-235.265546111415","34.1253335486931","2.66909412664513"
"1001","80","BY4742","YPD","MATalpha","11.4849860715323","32","-0.158510890602258","31.6375","-308.017792415494","0.00364230506661038","0.0873936346305474","-308.176303306096","35.3713663881671","3.07948952462068"
"1002","80","BY4741","YPD","MATa","12.16799599697","22","2.76537325969662","24.125","-311.518220136038","0.0126689247396416","0.0611208423115539","-308.752846876341","27.3069548145913","2.12424693425657"
"1003","79","BY4742","YPD","MATalpha","11.1235427587327","29","6.20851060804938","28.1012658227848","-307.248236112238","0.00786756164496701","0.0695978961445992","-301.039725504189","31.5636127688671","2.71603811596574"
"1004","80","BY4741 (KS2)","YPD","MATa","11.8645773714251","29","0.871286661004433","29.0625","-310.633901313674","0.00572194912853561","0.0784715925765036","-309.762614652669","32.7122255989481","2.69792511997508"
"1005","80","BY4741","YPD","MATa","9.58241235714048","21","6.82839737483204","23.5125","-298.937778235901","0.00977084345267693","0.0804500733324371","-292.109380861069","26.4712919137277","2.62638289955718"
"1006","80","W303R","YPD","MATa","8.81310876342448","25","13.8873697177806","25","-301.512972158174","0.0104830397795258","0.0715633778220122","-287.625602440394","27.9040038101828","2.90892966709738"
"1007","40","WT RM Parent","YPD","MATa","9.59219768406888","27","5.41455356475493","27.8","-152.067257481662","0.00684183403779042","0.0785258277871452","-146.652703916907","31.0514218204199","3.05871640448314"
"1008","40","WT BY  Parent","YPD",NA,"12.5211615746898","23","2.67159749949769","22.7","-156.569678182345","0.0179940427642381","0.0486181797419773","-153.898080682847","25.7167898157924","1.95584191391976"
"1009","84","BY4742","YPD","MATalpha","13.3906559675167","30","-2.9361754597652","31.5595238095238","-337.343018115979","0.00657188125863038","0.0636564363464932","-340.279193575744","35.2038744061453","2.42365347352995"
"1010","40","BY4742","YPD","MATalpha","10.3575811452041","25.5","4.03706097231532","27.55","-152.897193083195","0.00666499992817075","0.0794357720257922","-148.86013211088","30.9677426780109","2.88638457512155"
"1011","80","BY4742 (LF960)","YPD","MATalpha","13.0982412579183","29","2.66138663924619","31.325","-319.910584179943","0.00621897826658535","0.0664410963511206","-317.249197540697","35.3005000039052","2.60707398501352"
"1012","80","SK1295 (WT)","YPD","MATa","11.2924025092263","22","-5.43002821939535","20.725","-299.623346283657","0.0129856242154341","0.0771348893171164","-305.053374503052","23.2792301767311","1.87799840902285"
"1013","40","BY4742 (LF960)","YPD","MATalpha","12.4669820335814","31.5","-0.60745880312686","31.1","-156.593889596879","0.00479215162692732","0.0780041331128682","-157.201348400006","34.8938837334021","2.76868494352434"
"1014","40","BY4741 (KS2)","YPD","MATa","13.6381816969859","39.5","-3.86953512357022","36.5","-157.856149713065","0.00236398723864712","0.0849589534961293","-161.725684836635","40.6620866616396","3.02772375079955"
"1015","78","BY4742 (LF960)","YPD","MATalpha","8.42213755126339","24","4.71574786289318","23.2820512820513","-280.292046945142","0.00649609093443867","0.104926381495508","-275.576299082249","26.0745802889071","3.03692911934911"
"1016","40","BY4742 (LF960)","YPD","MATalpha","11.1026677320917","25.5","2.00680546697333","26.75","-153.809691490602","0.00768220539180784","0.0756488642724146","-151.802886023629","30.1228988656096","2.63004873678858"
"1017","40","BY4742","YPD","MATalpha","10.9169357962519","20","2.23039098647448","22.5","-151.835142057333","0.0126071773460234","0.0701143892165167","-149.604751070859","25.51294078446","2.25023528555106"
"1018","40","WT","YPD","MATa","9.67467616896602","18","2.35504702182214","19.875","-147.330191176643","0.0153154138325785","0.0752523612349174","-144.975144154821","22.5115457824912","2.23054281002523"
"1019","40","HHF2 WT","YPD","MATa","9.18959835622417","10.5","1.17790513173529","11.25","-135.903549382881","0.0710066040595497","0.0219912197349943","-134.725644251146","12.2240666569847","1.3019769583702"
"1020","40","WT RM Parent","YPD","MATa","10.9295822990071","20.5","-1.78501128085989","20.075","-148.949932147778","0.014313194577423","0.0758567596202953","-150.734943428638","22.5553997588479","1.89876551036434"
"1021","24","BY4742","YPD","MATalpha","7.71785056808593","22.5","1.60815027930759","23.5","-84.1715689608125","0.00487892585038496","0.119816234127405","-82.5634186815049","26.1476506785763","3.38826910253624"
"1022","60","PSY316AUT","YPD","MATalpha","8.5665226746016","18","4.97305018370258","18.9333333333333","-216.638034132896","0.0161845961444438","0.0799151951724286","-211.664983949194","21.3596500083754","2.35510580239654"
"1023","20","BY4742","YPD","MATalpha","10.0283807792002","22","1.68427843151382","25.6","-75.1266456937894","0.00709310997559435","0.0856366837650557","-73.4423672622756","28.8188018587418","2.83422646074892"
"1024","80","BY4742","YPD","MATalpha","10.251821388034","30.5","3.10470901279768","30.1625","-301.906195758147","0.00381830195848721","0.09264089139671","-298.801486745349","33.6408577746975","3.27766299600727"
"1025","80","BY4742","YPD","MATalpha","9.27886362258775","25","7.65086551667974","26.4375","-298.237742248536","0.0062203840957901","0.0889627176643305","-290.586876731857","29.5749781932535","3.07270228998975"
"1026","10","BY4742","YPD","MATalpha","4.10419839243237","20","0.433504668041159","20.8","-28.3502216512467","0.000577339826210024","0.270291218681017","-27.9167169832055","22.4324677408318","5.92404595078646"
"1027","40","BY4742","YPD","MATalpha","7.71595084457499","22.5","2.33922087478126","21.95","-139.746907605639","0.00586814186763017","0.120480389293598","-137.407686730858","24.5651896782152","3.17426830103791"
"1028","80","BY4742","YPD","MATalpha","9.55595612528409","25","1.56796825114765","25.1125","-295.797993243557","0.006436461392804","0.0935112556983405","-294.230024992409","28.0908432947384","2.85390542836555"
"1029","40","BY4742","YPD","MATalpha","11.4089202617277","28","-2.12739137868027","26.875","-151.835534060835","0.00562250335789861","0.0887475330861235","-153.962925439515","30.1726953324433","2.58818068352224"
"1030","40","BY4742","YPD","MATalpha","6.56676753794711","25","3.55607779370607","25.425","-135.898150983557","0.00268385496795647","0.138567049405881","-132.342073189851","27.8874588090701","4.1749316576124"
"1031","10","BY4742","YPD","MATalpha","8.47217668475922","22.5","0.901566374977676","25","-35.8471146113194","0.00477025089400094","0.110426095059688","-34.9455482363417","27.8900747739009","3.36411604933926"
"1032","30","BY4742","YPD","MATalpha","9.4555220137084","28","0.223380805154406","27.8","-109.391036561372","0.00326699667905906","0.110702310476618","-109.167655756217","30.9853852512283","3.38910915196762"
"1033","20","BY4742","YPD","MATalpha","9.94339241062018","36.5","0.941100596204535","36.15","-74.6372904962189","0.00146382363003734","0.104974794722459","-73.6961899000144","39.8207779587002","4.19382152874894"
"1034","10","BY4742","YPD","MATalpha","6.35609943282828","26","0.950930013582493","28.8","-33.5416222466365","0.00121174833003955","0.151441965221313","-32.590692233054","31.3110615874845","4.92184703359706"
"1035","40","BY4742","YPD","MATalpha","11.0801277415574","28.5","2.35433882583246","27.5","-153.660144043807","0.00668913732525594","0.0787551559119292","-151.305805217975","31.0057852838302","2.751748663024"
"1036","40","BY4741","YPD","MATa","10.7488818738723","32","0.221990577357616","33","-150.900657813598","0.00226955254663632","0.100474429499151","-150.678667236241","36.730239371561","3.5600652636791"
"1037","60","BY4742","YPD","MATalpha","7.51653544425527","26","3.4434712280088","26.1","-209.004644987738","0.00284051641752191","0.129515657671226","-205.561173759729","28.8437938388065","3.88480816682706"
"1038","40","BY4742","YPD","MATalpha","9.41081619937726","29.5","2.95855460719613","29.275","-148.506855556971","0.00367376903269046","0.0988510944006234","-145.548300949775","32.6137861561054","3.45989482619284"
"1039","10","BY4742","YPD","MATalpha","12.2854927997754","24.5","1.14946942972704","26.6","-39.3534116762894","0.0106805281964397","0.0603004446907521","-38.2039422465623","30.1204919646891","2.44360449763548"
"1040","80","W303AR       (MY #108)","YPD","MATa","6.06212562461449","26","1.6580278110925","26.4","-258.296513159108","0.000866219188221702","0.182676748971597","-256.638485348016","28.7621972456627","5.03767861799856"
"1041","28","BY4742","YPD","MATalpha","9.94428926011753","19","0.718371181308527","20","-103.3656562663","0.0149977335004802","0.0754112813357569","-102.647285084991","22.565870319276","2.15330437233817"
"1042","60","BY4742","YPD","MATalpha","8.71267665320347","23","7.41867890159577","25.2333333333333","-221.352469295766","0.00699991926242403","0.0900653870788448","-213.93379039417","28.2276469931805","3.09976603583755"
"1043","80","PSY316AT ","YPD","MATalpha","8.21560725276261","16.5","9.43594643472147","18.15","-287.124573530374","0.018083447620372","0.0784408476875342","-277.688627095652","20.5116784890843","2.34733421542485"
"1044","80","W303AR       (MY #108)","YPD","MATa","10.4684879761276","29.5","-3.71977607122085","27.925","-296.670949213579","0.00341387529472845","0.106410755252883","-300.390725284799","31.2795965443636","3.04413698878705"
"1045","84","BY4742","YPD","MATalpha","11.4422080505345","31","-2.00119947911537","31.5595238095238","-325.123438181909","0.00423317820634726","0.0822029226205744","-327.124637661024","35.0677224303828","2.92668667439957"
"1046","40","BY4742","YPD","MATalpha","8.78737439272669","26","2.91306719980733","27.25","-145.971917836983","0.00425278731822839","0.103151656585318","-143.058850637175","30.3121764289615","3.43466187192847"
"1047","60","BY4742","YPD","MATalpha","9.31349788950709","25.5","4.42977954067334","25.7333333333333","-222.318592034505","0.0062563410175768","0.0920538305803957","-217.888812493832","28.822405371632","3.02209087614832"
"1048","40","sir2 fob1","YPD","MATalpha","13.8840435992785","31","2.82906925256628","32.95","-163.41338045012","0.00707914022344267","0.056609049953319","-160.584311197554","37.1254679366706","2.56870617465542"
"1049","80","KK39","YPD","MATalpha","9.74091592397628","24","7.77505417752843","25.475","-301.749766776123","0.00837545173744281","0.0789275403260996","-293.974712598594","28.603852619873","2.81268468651566"
"1050","60","DH290","YPD","MATalpha","8.80348865106206","21","4.17819292312822","21.5833333333333","-218.103178576698","0.00994141380141066","0.0915518085397445","-213.92498565357","24.2995818743826","2.65450771647916"
"1051","40","BY4742","YPD","MATalpha","8.42306814189918","28.5","0.440615474155067","28.225","-141.32609560557","0.00200482714087086","0.130347034011417","-140.885480131415","31.2494017615091","3.91798461431411"
"1052","80","BY4742","YPD","MATalpha","9.60187712396891","16","8.29377460684128","18.8625","-295.856247406585","0.0204465787408074","0.0631802189207303","-287.562472799744","21.3900650646991","2.1112676032484"
"1053","40","BY4741","YPD","MATa","10.4315841902344","20.5","1.82764851361102","23.55","-150.268986803944","0.00916109952120765","0.0822108164059561","-148.441338290333","26.6509063702083","2.4902132893591"
"1054","60","BY4742","YPD","MATalpha","10.4260104985202","29","4.84222220347593","29.1","-229.189837852046","0.00531196279254223","0.0830848195370913","-224.34761564857","32.6155325204604","3.06018442933403"
"1055","80","BY4742 YCplac33 (empty vector)","YPD","MATalpha","10.9161867385728","28.5","6.99676248760602","28.6625","-309.60301876494","0.00665064384155708","0.0747668160244203","-302.606256277334","32.216947074372","2.85046263937941"
"1056","39","BY4742","YPD","MATalpha","11.3899119604559","29","3.89103812611415","30.1794871794872","-152.805566245597","0.00630684711002732","0.0711750983176242","-148.914528119483","33.9085011882412","2.87918032824631"
"1057","40","BY4742","YPD","MATalpha","8.12403840463596","21","2.15644873543161","24","-142.100051747404","0.00494538307606943","0.114866768796281","-139.943603011972","26.7654636491319","3.26525904085713"
"1058","10","BY4742","YPD","MATalpha","5.48128127762519","15","0.877595823928509","17.4","-31.5516859164737","0.00542481903201931","0.175954147210986","-30.6740900925452","19.3324111188345","3.59980226083309"
"1059","80","W303AR       (MY #108)","YPD","MATa","8.69511720974129","29","-2.53713463288489","27.7","-283.20772866894","0.00238180671238682","0.126346547656709","-285.744863301825","30.6298046210994","3.73981930464201"
"1060","40","BY4742","YPD","MATalpha","8.75595035770913","28","0.949812664604309","28.5","-143.798614302017","0.00264524271850717","0.117193937718462","-142.848801637412","31.5644158296517","3.7258971593006"
"1061","40","BY4742","YPD","MATalpha","9.21394567336898","28","3.23156411456461","28.225","-148.140558941817","0.00432202252128463","0.0970954033035991","-144.908994827252","31.439009294928","3.36926915430072"
"1062","70","KK39","YPD",NA,"12.299034620164","28","6.20094822869413","30.5428571428571","-279.131284505233","0.00733166971215967","0.0631247185799883","-272.930336276539","34.3838271690542","2.67111308608384"
"1063","40","BY4742","YPD","MATalpha","14.2540817366061","33.5","-1.98314210708273","32.525","-160.724427064788","0.00511730341327479","0.0693932954349069","-162.707569171871","36.5655783920991","2.4906006646669"
"1064","40","BY4741","YPD","MATa","12.0246541610272","28.5","0.0200679320062989","28.85","-155.06883244776","0.005617319993109","0.0799022459093879","-155.048764515753","32.5047937138827","2.67407064294507"
"1065","10","BY4742","YPD","MATalpha","15.9795007570463","22","0.683265074859726","25.7","-40.8654427607242","0.0180611057973944","0.0360881080176223","-40.1821776858645","29.0911916674957","1.81378966125302"
"1066","60","BY4742","YPD","MATalpha","10.425197636626","36","-1.93529746273779","33.6","-222.08269350965","0.0014353849197525","0.114432857053062","-224.017990972388","37.2710581236694","3.85720747745592"
