"","genotype","mat","media","temp","n","avgLS","StddevLS","medianLS","gompShape","gompRate","gompLogLik","gompAIC","weibShape","weibScale","weibLogLik","weibAIC"
"4516","fob1 sir2","MATalpha","YPD + 1 ng/mL rapamycin",30,20,28,10.0734147244381,25.5,0.095708818474093,0.00442004196444608,-74.8351826158402,153.67036523168,3.14410565941575,31.3989055664255,-73.6518402005783,151.303680401157
"4517","fob1 idh2","MATalpha","YPD",30,120,31.3,12.1548828242229,30,0.0723527689243088,0.00546269064472734,-473.420654869807,950.841309739614,2.82859400448209,35.2241792386986,-466.815372252111,937.630744504222
"4518","fob1 idh2","MATalpha","0.05% D",30,40,31.85,12.5095860678818,31.5,0.0791420061130652,0.00431811825946083,-156.970507180937,317.941014361874,2.87815875816688,35.8534429587885,-156.38931425536,316.77862851072
"4519","fun12","MATalpha","YPD",30,105,30.0761904761905,10.8722434509018,30,0.0854462183159113,0.00453352767297378,-401.767607048193,807.535214096387,3.05175987286873,33.6194597660147,-398.962226242034,801.924452484067
"4520","ymr010w","MATalpha","YPD",30,45,34.1555555555556,11.3557265400557,33,0.08711660528461,0.00291822665164454,-173.756838573658,351.513677147315,3.37997148864713,38.005357359016,-172.667259911694,349.334519823389
"4521","ymr173wa","MATalpha","YPD",30,65,30.9538461538462,11.6932549590976,32,0.0861264818360531,0.0039900042755452,-250.748697654417,505.497395308835,2.98716684821519,34.7274653513307,-250.737598039252,505.475196078504
"4522","siz1","MATalpha","YPD",30,20,23.1,4.64418141900503,23,0.219950838575133,0.00083882854399711,-60.0528107894783,124.105621578957,5.58893446825828,24.9370760653995,-58.8584684440099,121.71693688802
"4523","npl3","MATalpha","YPD",30,20,13.35,3.60226536910785,13,0.298728678799558,0.00338593856009828,-54.0019252290592,112.003850458118,4.30888016112114,14.6672106068296,-53.421385136724,110.842770273448
"4524","wsc4","MATalpha","YPD",30,20,23.15,9.64787950522644,21,0.0656286504766596,0.0134507044668855,-75.7884109387675,155.576821877535,2.5554452455814,26.0749129493757,-72.5368607103041,149.073721420608
"4525","qcr6","MATalpha","YPD",30,20,27.55,7.35902596529559,27,0.138803388033539,0.00188614924700388,-68.9837214456331,141.967442891266,4.25877750388489,30.3172463616687,-67.7873361866926,139.574672373385
"4526","cdh1","MATalpha","YPD",30,20,14.3,6.86792698364154,15,0.143627069898589,0.013421705833327,-65.1401309022041,134.280261804408,2.29586921981155,16.1416008274369,-66.1124963060978,136.224992612196
"4527","pry2","MATalpha","YPD",30,20,24.35,13.5463143171472,20,0.048980200816212,0.0155371916741228,-79.4365546214944,162.873109242989,1.99022177044937,27.6666291043581,-78.0303223131514,160.060644626303
"4528","mrs4","MATalpha","YPD",30,20,19.1,6.21458386632435,17,0.132503131958732,0.00757233887716751,-67.0490294967916,138.098058993583,3.28440714032021,21.2904395646921,-64.4473798453737,132.894759690747
"4529","zip1","MATalpha","YPD",30,20,28.25,11.6973906222038,26.5,0.0763696108109352,0.00651352438807691,-77.5286588420751,159.05731768415,2.7101698479398,31.8732637035616,-76.4452122777648,156.89042455553
"4530","yta7","MATalpha","YPD",30,20,22.55,9.08135742230086,24,0.11881656972874,0.00532026367581511,-71.1383752269817,146.276750453963,2.85988849775382,25.3480224914929,-71.7426774358987,147.485354871797
"4531","wsc3","MATalpha","YPD",30,20,29.4,11.5731085757139,27.5,0.0641476111429166,0.00799208733644182,-78.867271411989,161.734542823978,2.75482259609281,33.0319621213683,-76.4807710032433,156.961542006487
"4532","asf1","MATalpha","YPD",30,24,9.04166666666667,4.58237802956032,8.5,0.122166374580177,0.046116627316716,-71.3278573761575,146.655714752315,2.14799977447851,10.2528919127887,-68.1032883216049,140.20657664321
"4533","bbc1","MATalpha","YPD",30,25,27.68,9.78825827203185,31,0.105276655469478,0.0037162111657506,-92.0248254171254,188.049650834251,3.27126106709552,30.9706416982863,-91.5291249609203,187.058249921841
"4534","bug1","MATalpha","YPD",30,115,37.1913043478261,12.4800863499135,37,0.0817396268974144,0.00252372340685507,-453.331914067528,910.663828135056,3.34986586092839,41.3990930703533,-453.05614982888,910.112299657759
"4535","yil055c","MATalpha","YPD",30,45,30.1333333333333,14.4656332545294,31,0.0583636155406547,0.00812921764976638,-182.412013127315,368.82402625463,2.22844314653672,33.9882541221991,-182.64952340621,369.299046812421
"4536","aga1","MATalpha","YPD",30,25,26.64,9.67763745273952,26,0.0918362824136743,0.005644436420652,-93.2641607393242,190.528321478648,3.05371361994974,29.8764997978865,-91.265049583359,186.530099166718
"4537","tpm1","MATalpha","YPD",30,25,28.32,7.4761844100673,29,0.14872119115166,0.00131030983242407,-85.6424413500788,175.284882700158,4.43882169821565,31.1495062714537,-84.9592708447644,173.918541689529
"4538","sal1","MATalpha","YPD",30,25,28.16,11.0025754560769,27,0.0878850187903996,0.00511618102899979,-95.0114228441059,194.022845688212,2.8557868187024,31.5693168616439,-94.8747676520229,193.749535304046
"4539","aac3","MATalpha","YPD",30,120,29.5333333333333,10.5575122271191,31,0.0924396020841105,0.00407159169511296,-452.840605870221,909.681211740441,3.09725481997245,32.912974389978,-454.167328542852,912.334657085704
"4540","bsc1","MATalpha","YPD",30,45,34.5333333333333,11.148990985735,35,0.0935840917618863,0.00232969426769605,-172.361142743858,348.722285487716,3.54941882267758,38.460371994718,-171.191942393179,346.383884786358
"4541","slx8","MATalpha","YPD",30,162,27.3950617283951,14.3537205013958,27,0.0577138419331094,0.0100951451044468,-650.369472822004,1304.73894564401,1.95770010541261,30.7820527281219,-658.222029275681,1320.44405855136
"4542","ypr011c","MATalpha","YPD",30,45,28.9777777777778,10.3889996212972,27,0.0736541973979321,0.00676555125573801,-173.770944930692,351.541889861384,2.95633387238204,32.3920769570873,-168.733778458024,341.467556916048
"4543","agc1","MATalpha","YPD",30,85,31.3882352941176,10.409581343815,29,0.0868823230351005,0.00389372545458897,-324.811017588237,653.622035176474,3.29059791192154,34.9874318827685,-319.075277072246,642.150554144491
"4544","sed1","MATalpha","YPD",30,25,28.08,9.49964911632705,29,0.103763646119462,0.00375822309052515,-91.7533962901219,187.506792580244,3.35427821615494,31.2022502424603,-91.4064318704212,186.812863740842
"4545","vrp1","MATalpha","YPD",30,25,14,5.67156650905785,14,0.152940606811998,0.0134631501638067,-79.1657622778683,162.331524555737,2.72971874462821,15.739860942569,-78.0124996063097,160.024999212619
"4546","aad4","MATalpha","YPD",30,5,21.8,6.01664358259653,21,0.20638174174007,0.00133613155687605,-15.5939424776097,35.1878849552193,4.64145618764112,23.9303480569542,-15.4642250888369,34.9284501776739
"4547","rad61","MATalpha","YPD",30,5,31,7.71362431027076,33,0.161030046806097,0.000642104977853491,-16.7941101853627,37.5882203707254,5.2312064295825,33.7330059740564,-16.6796027408943,37.3592054817886
"4548","ydr015c","MATalpha","YPD",30,5,17.2,9.09395403551173,16,0.0933482248007742,0.0161769391153096,-17.5928962776044,39.1857925552087,2.26367566843223,19.464649832777,-17.3517580851569,38.7035161703137
"4549","nth1","MATalpha","YPD",30,65,29.6307692307692,10.5097710946309,28,0.0790553025110484,0.00557779034815404,-250.022054461274,504.044108922548,3.0597776923596,33.1848623664153,-243.795813817165,491.591627634329
"4550","rcr2","MATalpha","YPD",30,5,22.4,7.50333259292163,25,0.181984873760106,0.00176024919400289,-16.3291718018144,36.6583436036287,4.00418557130349,24.8612729750693,-16.4633279391218,36.9266558782436
"4551","ydr008c","MATalpha","YPD",30,5,34.2,8.75785361832453,36,0.148766419247177,0.000530830651957696,-17.2619139556663,38.5238279113327,5.24009870366477,37.2424387760184,-17.2473606446029,38.4947212892057
"4552","gal3","MATalpha","YPD",30,5,27.8,4.20713679359253,29,0.367575943545899,7.20341341604668e-06,-13.1118066723079,30.2236133446158,10.0495258806448,29.3402736883544,-13.254991487887,30.5099829757741
"4553","ydr010c","MATalpha","YPD",30,5,25.8,15.4175224987674,19,0.0463083388131162,0.0147025391347325,-20.1316249538553,44.2632499077106,2.02804686457094,29.3489793263017,-19.6984156726998,43.3968313453997
"4554","kcs1","MATalpha","YPD",30,5,20.2,10.8489630840924,15,0.0685354622702736,0.0164207550880683,-18.6239634853908,41.2479269707815,2.24479000102482,22.9583623339034,-18.0412062785935,40.0824125571871
"4555","ydr029w","MATalpha","YPD",30,5,23.6,6.73052746818554,26,0.198927969392087,0.00103189106338608,-15.9083105390883,35.8166210781766,4.69642547341804,25.9319131416376,-15.9359990365127,35.8719980730254
"4556","rad28","MATalpha","YPD",30,5,28.6,8.61974477580398,31,0.157812178180005,0.000975805787177466,-17.0936005861873,38.1872011723746,4.45502247734881,31.5417310765072,-17.1632673493568,38.3265346987136
"4557","ydr018c","MATalpha","YPD",30,20,26.3,8.46727446361019,25,0.0991249484707494,0.00519684068302159,-73.0543226014005,150.108645202801,3.34647826776803,29.2782216935271,-70.6594067782373,145.318813556475
"4558","gcv1","MATalpha","YPD",30,5,32.8,8.92748564826626,36,0.148169405371593,0.000654140684732343,-17.3611128056866,38.7222256113731,4.90427628912727,35.9269955232062,-17.3589097896026,38.7178195792051
"4559","das2","MATalpha","YPD",30,40,29.175,10.4731341279265,30.5,0.104841598202606,0.00311224721535546,-148.546265142312,301.092530284624,3.1757721882165,32.496014412936,-150.638232780094,305.276465560189
"4560","cis1","MATalpha","YPD",30,5,16.2,13.5904378148756,11,0.0374825307046524,0.0359745616808102,-18.5883126317043,41.1766252634087,1.3033539547474,17.5817405387535,-18.6842151618436,41.3684303236872
"4561","fyv1","MATalpha","YPD",30,25,28,9.97079067409735,29,0.0967029074610975,0.00435003021755238,-93.246115473685,190.49223094737,3.18412258358344,31.3638731457128,-92.0035786511459,188.007157302292
"4562","rps11a","MATalpha","YPD",30,95,28.7263157894737,10.5683611576626,28,0.0787194938260045,0.00610070297200808,-364.612926318592,733.225852637185,2.9510467319165,32.1903277285833,-357.389149454446,718.778298908892
"4563","ydr026c","MATalpha","YPD",30,45,34.2222222222222,11.6850504509139,33,0.076981427472609,0.00383797846364055,-176.775027790376,357.550055580752,3.22296038166389,38.1933315713179,-173.757843076385,351.51568615277
"4564","vps54","MATalpha","YPD",30,45,27.3555555555556,11.5072221502916,25,0.0698312539190542,0.00821760467179909,-175.104168230411,354.208336460821,2.59729659771694,30.8701372284504,-171.922329527292,347.844659054583
"4565","mic14","MATalpha","YPD",30,5,27.4,8.61974477580398,23,0.127890223144123,0.00240471741529865,-17.6306899019944,39.2613798039888,3.89378625026388,30.3466754001595,-17.2995168114592,38.5990336229184
"4566","yal064ca","MATalpha","YPD",30,5,29.8,11.2116011345392,28,0.0960264212513698,0.00360859932093325,-18.8142631169146,41.6285262338291,3.29065966033471,33.3496561481906,-18.5281371067131,41.0562742134261
"4567","scs22","MATalpha","YPD",30,5,25.2,8.5848704125339,28,0.239256566273992,0.000276626446866105,-15.8178882222789,35.6357764445579,4.56345340205321,27.71756964736,-17.0205801116643,38.0411602233287
"4568","fmp21","MATalpha","YPD",30,5,27,10.3682206766639,23,0.103286851672926,0.00420824766453242,-18.4098194307703,40.8196388615406,3.22061444708914,30.2435879533337,-18.1345316189961,40.2690632379922
"4569","pst2","MATalpha","YPD",30,5,32.8,5.80517010948,32,0.180015888793408,0.000299749975415603,-16.0403349085076,36.0806698170152,6.39901791460598,35.1039695520438,-15.6632822934844,35.3265645869689
"4570","lys14","MATalpha","YPD",30,5,22.8,7.66159252375118,22,0.155583315731696,0.00273005538272747,-16.7806659292156,37.5613318584313,3.78424538595136,25.3358535967446,-16.636143451192,37.272286902384
"4571","aro3","MATalpha","YPD",30,5,25.2,10.5451410611713,24,0.109436818771973,0.00448445868302304,-18.2468298127517,40.4936596255034,3.01344075757879,28.3714687768112,-18.1649148391892,40.3298296783783
"4572","ehd3","MATalpha","YPD",30,5,19.4,8.53229160308062,20,0.112168816653971,0.00939287160679664,-17.4586460768596,38.9172921537192,2.77311691528649,21.8833449476209,-17.0900321099687,38.1800642199374
"4573","ydr042c","MATalpha","YPD",30,5,17.8,5.71839138219832,17,0.205779763742385,0.00322047559993134,-15.3767151695625,34.753430339125,3.93751241210348,19.7208989015741,-15.1950718408792,34.3901436817583
"4574","nrg1","MATalpha","YPD",30,5,31.6,8.01872807869178,28,0.129154324264229,0.00136601292729152,-17.5727376420857,39.1454752841714,4.59542449452268,34.5334701795521,-17.112203855065,38.2244077101299
"4575","bap3","MATalpha","YPD",30,5,19.8,14.4810220633766,16,0.0494935392763853,0.0218443856530477,-19.2197058458443,42.4394116916885,1.56080842817145,22.1169701399661,-19.3009540258176,42.6019080516352
"4576","ssh1","MATalpha","YPD",30,5,16.4,11.4149025401008,12,0.0541619617990385,0.0289142493197368,-18.2779414913523,40.5558829827047,1.70476259981642,18.4989509244923,-18.0634980987926,40.1269961975852
"4577","ybr284w","MATalpha","YPD",30,5,23,13.1719398723195,24,0.0896543358041603,0.0080620804310778,-18.7926697193806,41.5853394387613,1.84295335490136,25.5013680416521,-19.7349700748052,43.4699401496103
"4578","ybr285w","MATalpha","YPD",30,5,27.6,3.64691650576209,28,0.368999085004688,7.88452625595072e-06,-12.8309431695902,29.6618863391805,10.3554476277367,29.0006657904245,-12.8104342874826,29.6208685749652
"4579","ybr271w","MATalpha","YPD",30,5,20.4,6.6932802122726,19,0.132423237834442,0.00625910441356192,-16.8614214023297,37.7228428046593,3.45412728024286,22.6515309351406,-16.1340960801914,36.2681921603828
"4580","ubx7","MATalpha","YPD",30,5,27.2,4.65832587954085,28,0.270647630272849,9.83079384916476e-05,-14.3289416722712,32.6578833445425,7.53354496825567,29.0037575277631,-14.2274757901257,32.4549515802514
"4581","chk1","MATalpha","YPD",30,5,30.6,8.5615419172016,33,0.167573405808576,0.000556242079564836,-16.8327446715283,37.6654893430567,5.04226195835237,33.4543312371935,-17.0432212508693,38.0864425017386
"4582","ybr277c","MATalpha","YPD",30,5,25.6,16.4711869639076,22,0.0354069751269356,0.0185217911740925,-20.4120530293987,44.8241060587973,1.89457296238359,29.1086465260237,-19.842747735771,43.6854954715419
"4583","dpb3","MATalpha","YPD",30,5,19,8.39642781187333,16,0.124550903134528,0.00815776608714822,-17.2115861501219,38.4231723002438,2.79669400463522,21.4292687557456,-17.0247433446327,38.0494866892654
"4584","dug2","MATalpha","YPD",30,5,27.8,11.4760620423558,25,0.0787855662061459,0.00658617517154606,-19.1627111804715,42.325422360943,2.89213589208836,31.266693955809,-18.6100973485353,41.2201946970706
"4585","mrpl27","MATalpha","YPD",30,5,23,3.60555127546399,22,0.367006601099151,4.45365260021077e-05,-12.8904648459399,29.7809296918799,8.51331429096858,24.3934016766875,-12.8568048586511,29.7136097173022
"4586","ape3","MATalpha","YPD",30,5,22.6,4.61519230368573,23,0.279991033363342,0.000283810508241716,-14.1968911120963,32.3937822241926,6.42688840463339,24.3297743889945,-14.1255928086063,32.2511856172126
"4587","ybr300c","MATalpha","YPD",30,5,21.8,7.12039324756716,24,0.195174623452488,0.00156698132310923,-16.0188654320407,36.0377308640814,4.14886148391341,24.1357320294293,-16.1947860245936,36.3895720491873
"4588","ycl001wa","MATalpha","YPD",30,5,22.4,6.58027355054484,22,0.187921444823323,0.00164197643905671,-16.0119850197731,36.0239700395462,4.37415721168789,24.6793413927309,-15.8921282360627,35.7842564721254
"4589","htl1","MATalpha","YPD",30,5,18.4,5.59464029227975,18,0.182499109520644,0.00411390255671306,-15.6770119798696,35.3540239597392,3.90852432601238,20.3275480126823,-15.2042506252421,34.4085012504842
"4590","bsd2","MATalpha","YPD",30,5,35,6.20483682299543,36,0.249536614461882,2.15447264677167e-05,-15.0579901405961,34.1159802811921,8.51702981763857,37.2348554892902,-15.2350233034706,34.4700466069413
"4591","ctp1","MATalpha","YPD",30,5,17.2,8.28854631404084,18,0.14902705309092,0.00753131267548298,-16.6271022106445,37.254204421289,2.49012471478292,19.2533271208577,-17.2847751213493,38.5695502426986
"4592","ybr292c","MATalpha","YPD",30,5,27.6,8.26438140455775,23,0.137780276995436,0.00187535667432628,-17.3810109602165,38.7620219204331,4.11932262998727,30.4784187351768,-17.0960504744074,38.1921009488148
"4593","vba2","MATalpha","YPD",30,5,26,3.24037034920393,24,0.36762715140161,1.49973203576011e-05,-12.746701189574,29.4934023791481,9.77262668317386,27.3406342813645,-12.6159135695345,29.2318271390689
"4594","pca1","MATalpha","YPD",30,5,20.2,6.1400325732035,21,0.203916584422418,0.00197768024397223,-15.5334339274801,35.0668678549603,4.32753539351092,22.2369307146797,-15.5086100335606,35.0172200671211
"4595","pho89","MATalpha","YPD",30,5,23.4,6.98569967862919,27,0.305758852618188,0.000111936903896031,-14.7142157864279,33.4284315728557,5.56740324555231,25.526478862488,-15.7850440546999,35.5700881093997
"4596","mal33","MATalpha","YPD",30,5,29.2,8.25832912882503,30,0.153098462281424,0.0010202657228908,-17.0853604134138,38.1707208268277,4.60987248690075,32.0718995221506,-17.0086819074144,38.0173638148289
"4597","mal31","MATalpha","YPD",30,5,23.2,3.4928498393146,25,0.397017785797385,2.18609355357666e-05,-12.60012423223,29.20024846446,9.17962241688842,24.552647715505,-12.6212143148844,29.2424286297688
"4598","slm5","MATalpha","YPD",30,5,36.4,7.82943165242535,37,0.192690845672989,9.37537838118261e-05,-16.3040859944632,36.6081719889264,6.81038073725542,39.1633437544508,-16.4920248198874,36.9840496397748
"4599","ycr043c","MATalpha","YPD",30,5,26.4,4.56070170039655,27,0.335851229431858,2.55707668138095e-05,-13.5380106955613,31.0760213911226,8.70677684487071,28.0450685610513,-13.695538868806,31.3910777376121
"4600","per1","MATalpha","YPD",30,5,14.2,8.10555365166378,10,0.0829985664182359,0.0272959697126359,-17.1121861267452,38.2243722534904,2.11853085610495,16.1580147326061,-16.472606495815,36.94521299163
"4601","ycr025c","MATalpha","YPD",30,5,21.2,6.68580586017871,19,0.14468700020486,0.00450820930835887,-16.6724552800817,37.3449105601633,3.70270646653197,23.4710968830111,-16.109571942645,36.21914388529
"4602","npp1","MATalpha","YPD",30,5,17,7.90569415042095,15,0.122644912191123,0.0113520144169198,-16.9669828014414,37.9339656028828,2.63390040889558,19.2306890083784,-16.6658001640883,37.3316003281766
"4603","rhb1","MATalpha","YPD",30,5,21.2,7.98122797569397,19,0.146061403252806,0.00414330830352291,-16.9488139806123,37.8976279612246,3.35293881657774,23.7255240793823,-16.8125782490323,37.6251564980646
"4604","fen2","MATalpha","YPD",30,5,14,8.5146931829632,9,0.0915316788740507,0.0250119716147787,-17.0347815586473,38.0695631172946,1.99362799968636,15.9252436983751,-16.7444927909925,37.488985581985
"4605","rps14a","MATalpha","YPD",30,15,24.1333333333333,7.7262693517142,21,0.120910310650038,0.0043933361874452,-52.6454621189832,109.290924237966,3.50430228257326,26.8431000712366,-51.3852260681774,106.770452136355
"4606","rbk1","MATalpha","YPD",30,5,24.4,7.50333259292163,20,0.13344193365762,0.00335959757411476,-17.1997550835242,38.3995101670485,3.82439784228851,26.9901680049434,-16.6825590379137,37.3651180758273
"4607","ycr045c","MATalpha","YPD",30,5,22.4,7.95612971236643,23,0.163288635490929,0.0024806039445211,-16.7079247049705,37.4158494099411,3.69254652388756,24.9502696450513,-16.7833848830466,37.5667697660931
"4608","atg15","MATalpha","YPD",30,5,25,10.3198837202751,22,0.0784522479527072,0.0088207692940556,-18.8467000409269,41.6934000818538,2.81202995354003,28.1150476512827,-18.0791115473203,40.1582230946406
"4609","ycr049c","MATalpha","YPD",30,5,19.2,3.96232255123179,19,0.283781153508938,0.000735111348367233,-13.834270644311,31.668541288622,5.86292821435412,20.6915243229723,-13.5430966554268,31.0861933108536
"4610","ycr050c","MATalpha","YPD",30,5,19,6.48074069840786,22,0.216905641532323,0.00197563777259809,-15.5282074415951,35.0564148831902,3.96158956110039,21.1184073834761,-15.7158580625057,35.4317161250115
"4611","ycr051w","MATalpha","YPD",30,5,23.2,13.2740348048361,17,0.0681594190179374,0.0119033042799112,-19.2482047827337,42.4964095654673,2.12538825057454,26.3871638475966,-19.0815349106452,42.1630698212904
"4612","yih1","MATalpha","YPD",30,5,21.2,8.61394218694321,25,0.233024236031361,0.000815038559607426,-15.8605562523509,35.7211125047018,3.4107033429833,23.5197511814468,-17.3747517863895,38.7495035727789
"4613","ycr061w","MATalpha","YPD",30,5,19,7.71362431027076,15,0.109973558842569,0.0105010370519161,-17.3339182742686,38.6678365485371,2.88322107141508,21.3530080627286,-16.6374808320114,37.2749616640229
"4614","bud31","MATalpha","YPD",30,5,27.6,9.555103348473,32,0.174773025938501,0.000737462563307754,-16.9426822112385,37.885364422477,4.15758098342215,30.5323451681019,-17.6301938686505,39.260387737301
"4615","rad18","MATalpha","YPD",30,5,17.4,7.98749021908634,14,0.127445178827648,0.00997302236842497,-16.9516273512817,37.9032547025634,2.6804945973132,19.6568323606164,-16.7549875267261,37.5099750534521
"4616","ycr076c","MATalpha","YPD",30,5,23.2,6.9065186599328,27,0.2462741826345,0.000419013564914854,-15.3202414625495,34.640482925099,5.03412737590276,25.4335559540637,-15.8854602850731,35.7709205701462
"4617","ycr087w","MATalpha","YPD",30,5,22.8,5.80517010948,26,0.253447629507596,0.000422448599920746,-14.9541087283033,33.9082174566066,5.51789657470718,24.8566615363018,-15.1175162563435,34.2350325126871
"4618","cox16","MATalpha","YPD",30,5,17,8.24621125123532,14,0.118550459978481,0.0118756738864128,-17.0895268622476,38.1790537244953,2.52629056630856,19.2557439235498,-16.8615920355906,37.7231840711812
"4619","sys1","MATalpha","YPD",30,5,23.8,10.2323017938292,25,0.150672289257323,0.00234392991427287,-17.3496333838487,38.6992667676974,3.02662262042651,26.5816833234315,-18.2337265954314,40.4674531908628
"4620","pat1","MATalpha","YPD",30,5,18.2,10.7563934476199,15,0.0583567517605891,0.023276426165671,-18.491122693544,40.9822453870879,2.05014119046752,20.7120658199049,-17.818596191587,39.6371923831741
"4621","ahc2","MATalpha","YPD",30,5,32.6,13.7949266036467,39,0.107117056721162,0.00184765576729323,-19.0090038748199,42.0180077496399,3.10906205627617,36.5489977784871,-19.6005784460959,43.2011568921917
"4622","ycr085w","MATalpha","YPD",30,5,23.6,4.33589667773576,21,0.224594111861132,0.000699336559598601,-14.8247852303052,33.6495704606104,5.87976315292613,25.3335500897364,-14.3283593879079,32.6567187758157
"4623","csm1","MATalpha","YPD",30,24,16.875,11.0937212951251,12.5,0.0456017726191531,0.0308989102661625,-88.9801329314726,181.960265862945,1.64078473833496,18.9653826755205,-87.9210037040791,179.842007408158
"4624","aps3","MATalpha","YPD",30,5,22.6,10.1390334845093,20,0.100876491070369,0.00733027834032217,-18.1796654811311,40.3593309622621,2.74922293710773,25.5280676391785,-17.936106973624,39.8722139472479
"4625","yjl027c","MATalpha","YPD",30,5,21.8,5.80517010948,23,0.289332633781566,0.000276077242308563,-14.4365830903748,32.8731661807496,5.78456080073612,23.6982063365105,-14.9260115048884,33.8520230097769
"4626","yjl007c","MATalpha","YPD",30,5,27.4,11.823705003086,29,0.0860056815821852,0.00575600977308342,-19.0048017019925,42.009603403985,2.8590380138383,30.8801543514124,-18.735187896555,41.4703757931099
"4627","mad3","MATalpha","YPD",30,25,35.44,12.0280228355841,36,0.0844143177591386,0.00275013823976006,-97.610915640893,199.221831281786,3.37203654328477,39.5473841228894,-96.8319664654333,197.663932930867
"4628","yjl016w","MATalpha","YPD",30,5,27,9.1104335791443,26,0.102288129205327,0.00447352405030404,-18.2389474077476,40.4778948154951,3.44818079974109,30.0200255709221,-17.6226994499696,39.2453988999392
"4629","yjl017w","MATalpha","YPD",30,5,25.4,13.5757136092362,20,0.0510487533685712,0.0140487619102216,-19.842905340054,43.685810680108,2.24154081795544,28.8582238491651,-19.1342533707466,42.2685067414932
"4630","yjl021c","MATalpha","YPD",30,25,30.32,10.6055017168763,30,0.0921338227144348,0.0037641628558455,-94.7177353225249,193.43547064505,3.25093199828209,33.9064261830936,-93.6133462904261,191.226692580852
"4631","yjl022w","MATalpha","YPD",30,25,40.12,12.8170459415057,37,0.0622765712513883,0.00375339736756109,-102.163946931375,208.32789386275,3.34746847448201,44.6283391811339,-98.8521722192878,201.704344438576
"4632","yjl028w","MATalpha","YPD",30,5,32,11.0453610171873,32,0.0847020284787332,0.00391331527738894,-19.1645304928435,42.329060985687,3.38979262050302,35.6305057658978,-18.5626764613077,41.1253529226154
"4633","yjr011c","MATalpha","YPD",30,5,30.4,11.5455619178973,27,0.0932623365599173,0.00360816452594461,-18.9469487021696,41.8938974043392,3.26054700223609,34.0285702693876,-18.6766356387712,41.3532712775424
"4634","tma22","MATalpha","YPD",30,5,31.2,13.3304163475864,35,0.139915621873852,0.000905823805896239,-18.2057624841497,40.4115249682994,3.0936330073831,34.696204130894,-19.6492327882293,43.2984655764585
"4635","yjr015w","MATalpha","YPD",30,5,36,5,37,0.305051247762002,2.79711889638555e-06,-14.0254238499497,32.0508476998994,10.8437727588404,37.8573257534019,-14.1404940684345,32.280988136869
"4636","vps53","MATalpha","YPD",30,5,32.6,13.2778010227598,29,0.0674511295063336,0.00559935679171886,-19.9309856937916,43.8619713875832,2.91759109571679,36.6291563696463,-19.3572010207703,42.7144020415405
"4637","avt1","MATalpha","YPD",30,5,21.2,8.5848704125339,18,0.0964060312068225,0.00977302564455003,-17.9216069666965,39.843213933393,2.87018492618905,23.8203425636039,-17.177296532411,38.3545930648219
"4638","sag1","MATalpha","YPD",30,5,24,4.89897948556636,25,0.25918602441767,0.000294651008285674,-14.5462717125886,33.0925434251771,6.36691241365411,25.8415979648498,-14.4470528398285,32.8941056796571
"4639","apl1","MATalpha","YPD",30,5,25.6,10.3101891350256,26,0.113562455787993,0.00395648602511771,-18.1260037760627,40.2520075521253,3.15200481946872,28.7358839612541,-18.0803681693378,40.1607363386757
"4640","yjr008w","MATalpha","YPD",30,25,30.92,11.4997101412746,30,0.0787658908655416,0.00489365889808294,-97.109362212727,198.218724425454,3.01639653611424,34.7019983025087,-95.5470145739261,195.094029147852
"4641","tdh2","MATalpha","YPD",30,65,27.7846153846154,10.1757866828754,28,0.0969972715057257,0.00438463881516914,-242.750048394516,489.500096789031,3.06509648906478,31.1169097216997,-241.894947950619,487.789895901238
"4642","spc1","MATalpha","YPD",30,25,27.84,10.9608393839158,28,0.0882677278206506,0.00524138476965834,-94.8447429864865,193.689485972973,2.88256044913474,31.3068861418162,-94.3495643224164,192.699128644833
"4643","yjr018w","MATalpha","YPD",30,5,32.2,11.5628716156498,35,0.125278471995479,0.00125529724930582,-18.2314551087051,40.4629102174101,3.80998629244786,35.7499380850999,-18.6485467400774,41.2970934801548
"4644","cpr7","MATalpha","YPD",30,55,24.2909090909091,13.8010637368777,21,0.0419641861952006,0.0178672904122032,-220.298944103284,444.597888206568,1.90285778771833,27.5366546523469,-216.037383563196,436.074767126393
"4645","rav1","MATalpha","YPD",30,5,35.2,13.2174127574197,38,0.0801810448656345,0.00317352963875975,-19.6526972783368,43.3053945566735,3.29320713730653,39.3466788755686,-19.3694616981727,42.7389233963454
"4646","tes1","MATalpha","YPD",30,5,30.8,6.61059755241536,32,0.202098327175988,0.000224170213809543,-15.8927551113342,35.7855102226683,6.23844610810976,33.2483544612651,-15.8746424125352,35.7492848250703
"4647","yjr020w","MATalpha","YPD",30,5,20.2,5.26307894677631,18,0.182865530973083,0.00294545202181411,-15.6680461470604,35.3360922941209,4.32162380125222,22.1195509259279,-15.0718238641093,34.1436477282186
"4648","rec107","MATalpha","YPD",30,5,32.2,13.5166563912826,31,0.0792832569257296,0.0041846195554839,-19.6170910010459,43.2341820020918,2.96274745703929,36.2402287555445,-19.4182623296111,42.8365246592222
"4649","mde1","MATalpha","YPD",30,5,23.8,16.2080227048212,21,0.0450148439660223,0.0171619216246468,-19.971015930885,43.94203186177,1.55478399225421,26.255082104446,-20.2724807077911,44.5449614155822
