"","genotype","mat","media","temp","n","avgLS","StddevLS","medianLS","gompShape","gompRate","gompLogLik","gompAIC","weibShape","weibScale","weibLogLik","weibAIC"
"1640","yir014w","MATalpha","YPD",30,20,31,8.11107105653813,32,0.130098068883177,0.00141369759413795,-70.5702166972628,145.140433394526,4.41611530322482,34.0436785032866,-69.6452913328316,143.290582665663
"1641","loh1","MATalpha","YPD",30,20,32.95,7.79659169799619,32,0.139177654323601,0.000850177743159617,-69.6832277113049,143.36645542261,4.88970101017599,35.9418972599909,-68.9288122872432,141.857624574486
"1642","yor325w","MATalpha","YPD",30,19,26.7894736842105,9.30100918878293,27,0.121176659740365,0.00290648559910265,-68.296486350554,140.592972701108,3.41407896545925,29.9257648561512,-68.4363847927799,140.87276958556
"1643","yor331c","MATalpha","YPD",30,20,25.65,6.23466539852613,27.5,0.204798117434731,0.000600593735391488,-63.2904024704949,130.58080494099,5.19109659393158,27.9861736729159,-63.7559515639365,131.511903127873
"1644","yor333c","MATalpha","YPD",30,20,28.7,7.26273835554143,30,0.157220028980136,0.00104377659578743,-67.0539093926557,138.107818785311,4.82816948448119,31.2865380058616,-67.0943973586131,138.188794717226
"1645","xrs2","MATalpha","YPD",30,0,0,0,0,0,0,0,0,0,0,0,0
"1646","ace2","MATalpha","YPD",30,20,3,1.74717817607346,3,0.278695385422353,0.168821529260549,-38.8652524953092,81.7305049906184,1.89163933766391,3.39988467141978,-36.6041532923181,77.2083065846363
"1647","gat4","MATalpha","YPD",30,20,29.3,7.9743008272958,30,0.138673142670438,0.0014472583300742,-69.4992629184457,142.998525836891,4.37295904451069,32.2057653461931,-69.0894080640935,142.178816128187
"1648","irc3","MATalpha","YPD",30,20,31.05,9.85940640894989,33,0.138143856041754,0.00106959365449731,-71.0222151560711,146.044430312142,3.92500582207494,34.2113214776819,-73.5988614122003,151.197722824401
"1649","ist3","MATalpha","YPD",30,19,29.7894736842105,8.40356371076793,29,0.118797413112893,0.00218265876743456,-68.1777134677322,140.355426935464,3.99681640394386,32.8941073322652,-66.9133840031198,137.82676800624
"1650","ycr087ca","MATalpha","YPD",30,25,22.32,9.14111590562115,21,0.0875298657020599,0.00982016305282107,-91.741285034939,187.482570069878,2.64598979469709,25.0781591185541,-90.0315694097477,184.063138819495
"1651","rvs167","MATalpha","YPD",30,0,0,0,0,0,0,0,0,0,0,0,0
"1652","shu1","MATalpha","YPD",30,20,31.4,9.63218289737176,33.5,0.120819507026486,0.0016468748429998,-72.302937470879,148.605874941758,3.93724836679252,34.6521551479957,-72.9795518062746,149.959103612549
"1653","hho1","MATalpha","YPD",30,45,28.2888888888889,8.6408707006092,28,0.100011817540668,0.00409252903170616,-165.121603827882,334.243207655765,3.54491201452417,31.3916013207145,-160.561249967898,325.122499935796
"1654","thr1","MATalpha","YPD",30,23,5.52173913043478,7.57309571153874,3,-0.0335383071961059,0.22548592514504,-61.517922208515,127.03584441703,1.03567711402894,5.62420085251286,-62.2689375575092,128.537875115018
"1655","hho1","MATa","YPD",30,60,27.8333333333333,9.29947450067479,27,0.100739170127536,0.00411384015874416,-221.369485933117,446.738971866235,3.30416785924315,31.0213526257799,-218.292468268193,440.584936536386
"1656","THS1","MATa","YPD",30,40,28.1,8.77291870269539,28,0.113246333890244,0.00304148338467953,-144.527528035213,293.055056070425,3.62889882432172,31.1888845919842,-142.862125304966,289.724250609932
"1657","DPS1","MATa","YPD",30,39,29.7179487179487,12.335120416174,31,0.0892375376218806,0.00408907917833119,-150.051677960368,304.103355920736,2.52842881469053,33.0641325646357,-155.289826572899,314.579653145798
"1658","ILS1","MATa","YPD",30,40,32.325,8.19439301736724,34.5,0.152015122376513,0.000634459948244916,-137.953913884262,279.907827768523,4.91233693205692,35.3740735503762,-138.976785103283,281.953570206567
"1659","FRS1","MATa","YPD",30,40,29.825,10.8766687490666,30,0.083148074944411,0.00492358027719287,-153.353120367336,310.706240734671,3.04313876089846,33.3825448131455,-151.409103989291,306.818207978581
"1660","HTS1","MATa","YPD",30,40,21.225,6.20375196647468,21.5,0.157095354681521,0.00362888027829757,-131.379279355607,266.758558711214,3.84042591874498,23.4467320069505,-129.318373535972,262.636747071944
"1661","DED81","MATa","YPD",30,40,26.875,11.1796231760724,27,0.0857700672724521,0.00602067445635506,-152.29941954384,308.598839087681,2.66916018209675,30.2764307515428,-152.135793986921,308.271587973843
"1662","KRS1","MATa","YPD",30,40,27.175,9.37505555539095,26.5,0.106464715265752,0.00387107912163862,-146.441740864671,296.883481729342,3.28909158922733,30.3632132103616,-145.244951070762,294.489902141523
"1663","SES1","MATa","YPD",30,40,28.675,11.3100533903385,28.5,0.0792862942974479,0.00591978991086278,-154.236793641279,312.473587282558,2.80469740453398,32.2298747528479,-152.710590243891,309.421180487782
"1664","WRS1","MATa","YPD",30,39,28.3076923076923,9.40087858759082,29,0.112799835233772,0.00291531544973659,-142.142298252963,288.284596505926,3.48091452934274,31.5659208053787,-141.564104892619,287.128209785238
"1665","FOL1","MATa","YPD",30,60,27.4,8.8321446807113,28,0.128016721265461,0.00233944778971518,-213.010784146199,430.021568292398,3.46571501860894,30.253361699029,-217.734159897682,439.468319795363
"1666","puf4","MATalpha","YPD",30,45,29.2,10.0489710011433,28,0.0856210708825776,0.00498894792467553,-171.017773205667,346.035546411334,3.15723629217951,32.6700388502949,-166.65103948345,337.3020789669
"1667","eug1","MATalpha","YPD",30,85,29.3529411764706,11.0331814286259,28,0.0832853068458299,0.00506566520722716,-326.451093100609,656.902186201219,2.94546728030481,32.9632076168049,-322.708729094853,649.417458189707
"1668","met3","MATalpha","YPD",30,65,30.8615384615385,8.09682986397478,30,0.103209050301965,0.00293977209894544,-236.87515414663,477.750308293261,4.0329135779275,33.8963376602767,-229.102754966137,462.205509932275
"1669","isw2","MATalpha","YPD",30,501,29.686626746507,10.8279084221471,28,0.0772099130375223,0.0057555209582776,-1936.61241976447,3877.22483952893,2.95161928888511,33.2459322838008,-1901.22226906251,3806.44453812501
"1670","mnn11","MATalpha","YPD",30,85,26.7294117647059,9.04405650044234,27,0.100295672376775,0.00478191767982612,-311.27589029068,626.55178058136,3.1969021673766,29.6607383335827,-309.656663700122,623.313327400243
"1671","paf1","MATalpha","YPD",30,45,31.4222222222222,13.1347714948613,28,0.0695033247345663,0.00569519150511766,-179.288285946055,362.57657189211,2.64415481555237,35.4254160967008,-178.265577005317,360.531154010634
"1672","skp2","MATalpha","YPD",30,145,30.1655172413793,10.1475323992143,31,0.097592036540318,0.00338341968531902,-543.018452488848,1090.0369049777,3.32750210873528,33.5735654898393,-541.542317148737,1087.08463429747
"1673","vps1","MATalpha","YPD",30,40,33.6,12.0123867693908,37,0.101235044462379,0.00201567697158943,-152.21210916032,308.424218320639,3.27298950976427,37.4152294664456,-155.932087480291,315.864174960582
"1674","ybr197c","MATalpha","YPD",30,25,37.68,10.869375940381,39,0.117534128854744,0.000807289964006039,-92.3285398437943,188.657079687589,4.28065208822426,41.3374369707902,-94.3523117516847,192.704623503369
"1675","ypr064w","MATalpha","YPD",30,25,32.48,7.35481701562543,31,0.150748615563775,0.000665686748026451,-85.4594081206263,174.918816241253,5.16359201202264,35.3561292252294,-84.6772611615093,173.354522323019
"1676","spt23","MATalpha","YPD",30,25,26.6,9.19238815542512,28,0.122298688780456,0.00295666106412134,-89.2639018319034,182.527803663807,3.2940809810533,29.4534596827839,-91.2470898368057,186.494179673611
"1677","itc1","MATalpha","YPD",30,125,23.704,11.8920032768026,23,0.0578883080359316,0.0140933161647832,-486.233772868421,976.467545736843,2.07885432722458,26.6990441393451,-482.424478377381,968.848956754762
"1678","emp24","MATalpha","YPD",30,45,31.2444444444444,12.1002546095593,32,0.0833072523312001,0.00412086215354288,-174.996181140758,353.992362281516,2.92647732366218,35.1555086384695,-174.503652899454,353.007305798907
"1679","rpl9b","MATalpha","YPD",30,125,24.928,9.56655464323157,24,0.0803465253769434,0.00859288469974683,-469.242829499436,942.485658998873,2.80659664992384,28.0231403004956,-456.638412549542,917.276825099083
"1680","BY4743","diploid","YPD + CLS82 Day 16 SC 2% D Replicate B",30,59,11.0169491525424,11.0086040416415,7,0.00114586658442997,0.0896357936536185,-200.563219559728,405.126439119456,0.922970881376518,10.6155992428662,-200.260535074727,404.521070149455
"1681","BY4743","diploid","YPD + CLS82 Day 16 SC 2% D Replicate C",30,61,13.8032786885246,11.8375386970591,11,0.0184778357712825,0.0571653397867423,-220.011975780886,444.023951561772,1.0703693302174,14.1551883106129,-220.91287143903,445.825742878059
"1682","BY4743","diploid","YPD + CLS82 Day 16 SC 0.05% D Replicate A",30,40,33.15,15.0751110894406,36,0.0732235552798957,0.00429802631831967,-160.889538648087,325.779077296175,2.18108045855189,36.769871084579,-168.213789847595,340.427579695191
"1683","BY4743","diploid","YPD + CLS82 Day 16 SC 0.05% D Replicate B",30,40,36.475,12.3848283944096,38,0.0880554768209808,0.00221226535716117,-156.076587045001,316.153174090002,3.42298078193973,40.6889382339856,-156.311731633065,316.62346326613
"1684","BY4743","diploid","YPD + CLS82 Day 16 SC 0.05% D Replicate C",30,37,33.4324324324324,14.8726829017732,34,0.0698970462344635,0.00464836273643641,-149.273241030605,302.546482061209,2.23858527151742,37.068339027981,-155.102338518389,314.204677036778
"1685","BY4743","diploid","YPD + CLS82 Day 16 SC 2% D pH 6.0 Replicate A",30,36,23.9444444444444,10.2481899292215,24.5,0.0904186307461863,0.00754202257085545,-134.0006813608,272.001362721599,2.56479131140497,26.9685493207295,-133.898183567586,271.796367135173
"1686","BY4743","diploid","YPD + CLS82 Day 16 SC 2% D pH 6.0 Replicate B",30,34,24.0294117647059,12.0867703637205,25,0.06156705438364,0.0127822420463191,-131.929459626156,267.858919252313,2.04354338487564,26.9233556519984,-132.540923818653,269.081847637306
"1687","BY4743","diploid","YPD + CLS82 Day 16 SC 2% D pH 6.0 Replicate C",30,38,26.8947368421053,11.358505501437,27,0.0938802585649603,0.0050065033272131,-143.34104628859,290.682092577181,2.48746455849134,29.9620736843265,-147.905109108652,299.810218217305
"1688","BY4743","diploid","YPD + CLS82 Day 16 YEPD Replicate A",30,37,25.0810810810811,14.4171548633687,24,0.0523565170632593,0.0135094244947108,-147.674750498611,299.349500997223,1.63699427886758,27.6482861029233,-151.121482623417,306.242965246834
"1689","BY4743","diploid","YPD + CLS82 Day 16 YEPD Replicate B",30,38,20.2368421052632,11.4618856297998,17.5,0.0539133485097553,0.0202780001532884,-144.672838068234,293.345676136467,1.81576578785422,22.683566792613,-144.194950704688,292.389901409376
"1690","BY4743","diploid","YPD + CLS82 Day 16 YEPD Replicate C",30,38,23.9473684210526,12.0358639039602,21,0.0590348643836578,0.0134527257738762,-148.004066349737,300.008132699475,2.15779725135772,27.1429861532304,-145.558025066814,295.116050133627
"1691","gpa2","MATa","YPD",30,160,32.575,11.6016426943579,32.5,0.0772061621073289,0.00439369695825405,-626.014978646978,1256.02995729396,3.069235381212,36.4168635787298,-618.2508285624,1240.5016571248
"1692","rom2","MATa","YPD",30,60,31.2166666666667,8.98792347328246,32,0.120859405286731,0.00170783360318901,-216.105961426083,436.211922852165,4.0494439669701,34.4555581607484,-215.705005186776,435.410010373553
"1693","tdh3","MATa","YPD",30,40,27.65,10.7382613308792,27,0.0886369925585889,0.00532635468083131,-151.371017506773,306.742035013546,2.88278360129966,31.0430095293622,-150.758137846861,305.516275693722
"1694","cst26","MATa","YPD",30,100,31.95,10.2773409680587,33,0.112475618703392,0.00186900799184028,-368.875403798412,741.750807596824,3.60366557510781,35.3604865160937,-375.235122594281,754.470245188561
"1695","yir042c","MATa","YPD",30,40,27.375,9.59884474886538,27,0.095369281690332,0.00486812837106278,-148.572466507732,301.144933015465,3.10405092996806,30.4846389462335,-147.379256247567,298.758512495134
"1696","kap120","MATa","YPD",30,60,31.9333333333333,12.428598331959,32.5,0.0851130864299117,0.00367616944748297,-233.276366617081,470.552733234161,2.78167020567864,35.5979449169983,-238.075708800383,480.151417600767
"1697","tif1","MATa","YPD",30,180,27.6388888888889,9.79097970964787,27,0.0941876152502067,0.00480312669664402,-672.3444922931,1348.6889845862,3.11642949371265,30.9361113962211,-663.4792132788,1330.9584265576
"1698","dom34","MATa","YPD",30,60,31.5833333333333,11.8311448600955,31,0.0835926675935617,0.00399428570358757,-232.965344552142,469.930689104284,3.0074170962406,35.4729841204327,-231.684804828938,467.369609657876
"1699","boi2","MATa","YPD",30,100,29.9,8.38770143445362,30,0.118916989328682,0.00214643307761893,-358.832997200826,721.665994401651,4.00335178121428,33.011623247477,-353.631255002207,711.262510004415
"1700","sas2","MATa","YPD",30,99,30.3232323232323,11.671374613294,30,0.0838475402529022,0.00448475930880638,-382.589656504619,769.179313009239,2.89820011035104,34.0541730375521,-381.984729142169,767.969458284338
"1701","rds1","MATa","YPD",30,20,28.3,8.70631954387157,29,0.142169978322626,0.00147958212747542,-69.8517144721978,143.703428944396,3.99856351481839,31.3006402514296,-70.71600284971,145.43200569942
"1702","idp1","MATa","YPD",30,200,27.79,9.41856927755914,27.5,0.0922424509790279,0.0050255082251452,-745.962188306628,1495.92437661326,3.21100394946223,31.0184226711047,-730.878501250409,1465.75700250082
"1703","bul1","MATa","YPD",30,40,30.775,10.1488599839765,30,0.0960746543583701,0.00326871672764247,-150.666415117088,305.332830234176,3.39976793392872,34.3501119007796,-148.39892701526,300.797854030521
"1704","rpp1b","MATa","YPD",30,40,32.275,9.96143203586353,33,0.126916659383516,0.00122511149445691,-144.339527391777,292.679054783554,3.82752712238483,35.4788847019935,-149.129273491236,302.258546982472
"1705","phb1 rip1","MATalpha","0.05% D",30,80,24.25,8.73303056131204,23,0.0907312710504395,0.00764308250765246,-293.921394417,591.842788833999,2.97174233469052,27.1412145218556,-285.910922054058,575.821844108116
"1706","phb1 rip1","MATalpha","YPD",30,80,12.45,5.56185016115949,12,0.11803879250678,0.0255814005920909,-255.707422368512,515.414844737024,2.3814989019991,14.0534996078399,-247.38003821159,498.76007642318
"1707","coq2 sch9","MATalpha","YPD",30,20,29.5,10.5854915605723,29,0.0792246516866973,0.00563377782571422,-76.8370415027387,157.674083005477,3.07140644458946,33.0374641386784,-74.7901994481921,153.580398896384
"1708","hxk2 phb1","MATalpha","YPD",30,40,22.075,8.39837438482545,19,0.0873276716430271,0.0103213954176365,-145.831118263814,295.662236527629,2.79899531944338,24.7968508206994,-140.634129420506,285.268258841012
"1709","gpa2 phb1","MATalpha","YPD",30,40,23.175,8.88931222282533,21,0.0953026737436629,0.00775077290662183,-146.05281704407,296.10563408814,2.84539913861892,26.0596109271068,-142.792379768233,289.584759536466
"1710","gpa2 phb2","MATalpha","YPD",30,40,21.45,6.40492598888363,20.5,0.152497114009129,0.00371193316165537,-133.005518702761,270.011037405522,3.72131735895159,23.7935389007742,-130.41243833445,264.8248766689
"1711","BY4743","diploid","YPD + CLS82 Day 23 SC 2% D Replicate B",30,27,7.25925925925926,9.76096067384524,1,-0.0444130880107986,0.201128295744239,-79.0081086269382,162.016217253876,0.754587904486548,5.99432445827468,-78.3736033614945,160.747206722989
"1712","BY4743","diploid","YPD + CLS82 Day 23 SC 2% D Replicate C",30,29,14.2068965517241,13.6574922147537,13,0.00511699759893153,0.0655827912563403,-105.90061359187,215.80122718374,0.967380289868384,14.0103260925809,-105.933341911984,215.866683823969
"1713","BY4743","diploid","YPD + CLS82 Day 23 SC 0.05% D Replicate A",30,39,31.4358974358974,14.321119611838,29,0.0666559607621742,0.0059625223572215,-157.047997679321,318.095995358641,2.30319007174881,35.2308095803294,-159.383999762205,322.76799952441
"1714","BY4743","diploid","YPD + CLS82 Day 23 SC 0.05% D Replicate B",30,39,33.6923076923077,11.7207729360577,34,0.0878813517433302,0.00293750230901197,-150.901538426525,305.80307685305,3.26252020401601,37.6174273311716,-150.545647443128,305.091294886257
"1715","BY4743","diploid","YPD + CLS82 Day 23 SC 0.05% D Replicate C",30,30,31.6,13.0927724205064,35.5,0.0918807277600408,0.00309699997033923,-116.216477598041,236.432955196082,2.65681546249914,35.3121019634583,-120.270984709351,244.541969418702
"1716","BY4743","diploid","YPD + CLS82 Day 23 SC 2% D pH 6.0 Replicate A",30,21,26.3333333333333,13.1047065336593,29,0.0765952895238004,0.00743994802066203,-81.561524527996,167.123049055992,2.01072200625331,29.3003218537023,-84.415929530846,172.831859061692
"1717","BY4743","diploid","YPD + CLS82 Day 23 SC 2% D pH 6.0 Replicate B",30,22,27.2727272727273,14.6163047189214,27.5,0.0600299530649242,0.00969437786806207,-87.978633380033,179.957266760066,1.72747288192368,29.9954648915066,-91.234456130027,186.468912260054
"1718","BY4743","diploid","YPD + CLS82 Day 23 SC 2% D pH 6.0 Replicate C",30,33,29.2121212121212,12.2110543559862,29,0.0884385631342887,0.00441727726414703,-126.678874457584,257.357748915168,2.3512449850949,32.2170913376019,-132.838784063571,269.677568127141
"1719","BY4743","diploid","YPD + CLS82 Day 23 YEPD Replicate A",30,26,21.5769230769231,12.4584849060328,18.5,0.0546397429845712,0.0175801260648442,-100.412744765392,204.825489530783,1.81016577210297,24.2430191448806,-100.430641373913,204.861282747825
"1720","BY4743","diploid","YPD + CLS82 Day 23 YEPD Replicate B",30,37,22.9459459459459,14.1322050374037,22,0.0486408892362673,0.0171207812011398,-146.200519248992,296.401038497984,1.62325441926952,25.5426586359043,-147.746396316865,299.49279263373
"1721","BY4743","diploid","YPD + CLS82 Day 23 YEPD Replicate C",30,29,18.5172413793103,11.4568154689536,17,0.0467901137810842,0.0262906229595296,-109.389734103148,222.779468206297,1.55571186800511,20.3700847788657,-110.178454120385,224.356908240769
"1722","fob1 msn2 msn4 sir2","MATalpha","0.05% D",30,39,34.3846153846154,13.3901286983623,35,0.0804553917967564,0.0032627956556289,-154.390986040264,312.781972080528,2.94275995603806,38.6373349210044,-155.403612366409,314.807224732818
"1723","fob1 msn2 msn4 sir2","MATalpha","YPD",30,124,25.4435483870968,9.53751891119381,25,0.0658192125947584,0.0111138586951976,-474.2861247255,952.572249451,2.75740122106765,28.4872610708091,-454.703149293203,913.406298586406
"1724","msn2 msn4","MATalpha","0.05% D",30,138,28.7608695652174,9.37892835288531,29,0.10577434798341,0.00327862465313245,-507.587312991175,1019.17462598235,3.45156664803431,32.0457656647516,-502.688733727434,1009.37746745487
"1725","sod2","MATalpha","0.5% D",30,152,15.0197368421053,12.4403053532171,9.5,0.0211771759027634,0.0497132764250442,-559.878042823393,1123.75608564679,1.18588458538871,15.9318495192972,-560.570556119245,1125.14111223849
"1726","phb1","MATalpha","3% EtOH",30,60,32.2666666666667,12.5372214187975,32.5,0.0760083874416957,0.00455359660816192,-236.358036278835,476.716072557669,2.75886444466308,36.0210389597867,-238.088798319705,480.177596639411
"1727","phb2","MATalpha","3% EtOH",30,39,32.3589743589744,14.8633905239601,35,0.0609711585428621,0.00642586216662863,-158.903949883365,321.80789976673,2.29112517673152,36.2944865521792,-160.654145351719,325.308290703439
"1728","phb1","MATalpha","2% Raff",30,60,24.5166666666667,8.99621703295084,23,0.0888871892739855,0.00761447185073078,-221.909283669707,447.818567339413,2.93508827524363,27.5230828415636,-215.308223961677,434.616447923355
"1729","phb2","MATalpha","2% Raff",30,40,23.575,6.95733333824729,22,0.126842557218754,0.00431609852803715,-138.203605465732,280.407210931464,3.63731277910866,26.1030928403477,-134.301422970779,272.602845941558
"1730","vma11","MATalpha","0.05% D",30,21,3.0952380952381,2.7185430271519,2,0.0652545766112083,0.267671200179932,-44.4369443998574,92.8738887997147,1.2535985330508,3.34950133971433,-43.8872556961726,91.7745113923453
"1731","atg11","MATalpha","0.05% D",30,20,23.9,10.1975229190334,23,0.0798286094713416,0.00940034516881962,-75.1818304886776,154.363660977355,2.57831220744988,26.948013112916,-73.7815092771715,151.563018554343
"1732","mmr1","MATalpha","0.05% D",30,60,28.5833333333333,11.9338454266287,27.5,0.0687852401511732,0.00751543337564906,-235.481153162544,474.962306325087,2.62220886906778,32.2644444473805,-231.510307261432,467.020614522864
"1733","vma2","MATalpha","0.05% D",30,26,2.65384615384615,1.71912321122851,2,0.324551675552262,0.181991420337868,-47.9046232366868,99.8092464733737,1.67191304212133,2.99150975731003,-46.8952746527396,97.7905493054792
"1734","rad50","MATalpha","0.05% D",30,50,8.98,5.60426222638099,8,0.0717760851385341,0.065234982304616,-154.260508556454,312.521017112907,1.71351614961236,10.1050174858185,-150.03846822923,304.076936458461
"1735","vma5","MATalpha","0.05% D",30,22,1.63636363636364,0.902137912878521,1,0.625217087504888,0.266979122533934,-28.5450507385979,61.0901014771958,2.01260569280946,1.86150732098433,-25.8752909958342,55.7505819916685
"1736","atp1","MATalpha","0.05% D",30,78,11.2692307692308,5.85467529221073,11,0.113917993120078,0.03178549464072,-246.863775882493,497.727551764986,2.0023374931691,12.6849150530779,-245.633493059441,495.266986118882
"1737","atg11","MATalpha","YPD",30,25,27.12,11.9035008855938,26,0.0664295123385976,0.00902817480771613,-97.6459142208747,199.291828441749,2.31657392774588,30.1824145194855,-98.2176219582142,200.435243916428
"1738","mmr1","MATalpha","YPD",30,64,27.3125,15.2428749944109,24,0.0525117127424236,0.0112668708664667,-259.313506364575,522.627012729151,1.76647335731009,30.4411862307628,-264.058620119378,532.117240238756
"1739","vma11","MATalpha","YPD",30,39,4.8974358974359,3.51534135345475,5,0.134486922027872,0.115044466289227,-97.6466060301696,199.293212060339,1.40509072690678,5.38436374897244,-97.9541034450796,199.908206890159
"1740","vma2","MATalpha","YPD",30,74,5.93243243243243,4.70595973377589,5,0.0471663650315177,0.131038410768193,-203.681040704958,411.362081409916,1.37481961935198,6.53310173519257,-200.054136416452,404.108272832903
"1741","vma10","MATalpha","YPD",30,39,5.30769230769231,3.54039728780056,5,0.132714978120941,0.103525369336202,-99.9776044293764,203.955208858753,1.56116368961319,5.91777940689413,-99.0118253465356,202.023650693071
"1742","vma16","MATalpha","YPD",30,35,6.2,6.39301088965865,4,-0.00328019568271091,0.164631524599548,-98.853398437386,201.706796874772,1.0291502249009,6.28050711370068,-98.8345597020966,201.669119404193
"1743","rad50","MATalpha","YPD",30,54,8.33333333333333,5.29862922821679,7,0.0904145339882319,0.0638018498320122,-161.920596699151,327.841193398302,1.68662564200284,9.39003720099522,-158.761658920386,321.523317840772
"1744","sdh4","MATa","YPD",30,20,24.85,9.43272578788728,26,0.107342079600712,0.00498559551059567,-72.6750347657677,149.350069531535,3.01951719253559,27.8676620681096,-72.4904743882242,148.980948776448
"1745","tgs1","MATa","YPD",30,20,20.8,9.8814019887442,20,0.0785233360245737,0.0132272592598494,-73.8394290557236,151.678858111447,2.28225173386074,23.4454156523777,-73.3053436379515,150.610687275903
"1746","pfk2","MATa","YPD",30,20,24.1,8.66268464525622,25.5,0.132764675864804,0.00334754862189618,-69.9979658369591,143.995931673918,3.22256995414578,26.8195951371731,-71.3072487202666,146.614497440533
"1747","ygl079w","MATa","YPD",30,80,29.3375,10.8825068663522,29,0.0721919930434411,0.00673475721956433,-310.603273104467,625.206546208935,2.88537616363766,32.8187739577798,-304.165018065054,612.330036130107
"1748","dls1","MATa","YPD",30,100,32.81,11.1570016970818,32.5,0.0856808448490552,0.00344638558710468,-385.923882304089,775.847764608179,3.27419899308647,36.6303497516435,-381.725665033159,767.451330066318
"1749","ypl102c","MATa","YPD",30,80,29.1625,8.5675923829572,29,0.114739066187762,0.00260207648452247,-288.429399437475,580.85879887495,3.81628092573218,32.2438284897061,-284.753426135044,573.506852270088
"1750","suv3","MATa","YPD",30,60,33.8,9.68276469833848,33.5,0.1018808599821,0.00208302486724961,-223.795652524465,451.59130504893,3.89836488416331,37.2903060981117,-221.135448777873,446.270897555745
"1751","mrpl31","MATa","YPD",30,40,29.5,8.04474665343469,30.5,0.133937539542211,0.00156503509244609,-140.347583762308,284.695167524616,4.26019122924303,32.5041462858315,-139.146489229334,282.292978458668
"1752","rtc6","MATa","YPD",30,20,31.05,9.75205781253102,31,0.116920739864679,0.00187835181112367,-72.9394989008954,149.878997801791,3.80798647827141,34.4350507717026,-73.0742645200566,150.148529040113
"1753","hir2","MATa","YPD",30,40,30.025,11.7527683590958,31,0.0806215016054808,0.00502811134143072,-154.882010608969,313.764021217937,2.85225314227218,33.6920827340696,-154.551866195694,313.103732391387
"1754","mnn10","MATa","YPD",30,40,24.475,12.0745281799841,24.5,0.0643903877961571,0.0116310550286647,-155.127304231676,314.254608463352,2.10519434443207,27.4715492390291,-155.888624517333,315.777249034666
"1755","pex19","MATa","YPD",30,60,29.4333333333333,8.51990026731368,31,0.113138087452866,0.00262829712726516,-216.683284113869,437.366568227738,3.86055551898576,32.5353061927374,-213.108472243986,430.216944487972
"1756","ygr242w","MATa","YPD",30,0,0,0,0,0,0,0,0,0,0,0,0
"1757","sap190","MATa","YPD",30,80,29.9,11.6549549412919,27,0.0719602452927397,0.00626799265652462,-313.655021723133,631.310043446266,2.7740117525309,33.6127638590919,-308.169432244681,620.338864489363
"1758","atg1","MATa","YPD",30,180,28.0055555555556,10.8594356789408,26,0.0847595424816184,0.00557648501874756,-686.782540039546,1377.56508007909,2.82829408553594,31.4539486671079,-682.296888485972,1368.59377697194
"1759","atg12","MATa","YPD",30,40,29.3,8.25926053683891,29.5,0.130963688761774,0.00172176185427965,-141.086843815204,286.173687630409,4.1232715364692,32.3198495563578,-140.257083300838,284.514166601675
"1760","atg32","MATa","YPD",30,40,31.4,10.3769962552779,29.5,0.0982409754638559,0.00288823474035829,-150.493729667343,304.987459334685,3.41052427066115,34.9372996074231,-149.811246927642,303.622493855284
"1761","atg8 ubr2","MATa","YPD",30,40,32.75,11.9244416092456,35.5,0.090584862328223,0.00301050413324075,-153.559742802487,311.119485604973,3.03394311965307,36.3206013507253,-157.287385459195,318.57477091839
"1762","atg12 ubr2","MATa","YPD",30,40,36.225,10.7309461431975,39,0.120745374713416,0.000861698237282435,-147.304168638096,298.608337276192,4.21548689590111,39.9637234629944,-150.014123723741,304.028247447481
"1763","atg32 ubr2","MATa","YPD",30,39,42.7692307692308,8.77934639235308,46,0.161249517126572,8.82720356216826e-05,-134.103971477894,272.207942955787,6.6137047416293,46.0319818337583,-136.552422006768,277.104844013537
"1764","atg1 mub1","MATa","YPD",30,40,34.9,13.402640382804,39.5,0.0879097794518142,0.00251375639074073,-156.717030543804,317.434061087609,3.01830535219059,39.0698219458583,-160.067455616887,324.134911233773
"1765","atg12 mub1","MATa","YPD",30,40,35.6,11.6218185610801,38.5,0.0971238977086894,0.00189332975199799,-152.472295581968,308.944591163935,3.59632453322807,39.4224903494748,-154.50680642301,313.01361284602
"1766","atg32 mub1","MATa","YPD",30,40,38.425,14.5600216610152,44,0.0936801297025815,0.00145744781486499,-157.256407346344,318.512814692688,3.0717867715086,42.764343212085,-164.501073307392,333.002146614784
"1767","atg1 vms1","MATa","YPD",30,40,36.825,13.8469426413494,38.5,0.0748758857605303,0.00311121320937929,-160.617521017598,325.235042035196,3.03584824370017,41.3159050971459,-160.751345102472,325.502690204944
"1768","rad51","MATalpha","YPD",30,125,11.312,7.89182508839409,10,0.0430366498055075,0.0581251810552233,-419.800581644746,843.601163289491,1.53966845835136,12.6402777452002,-411.704589681286,827.409179362572
"1769","isw2 rad51","MATalpha","YPD",30,40,11.35,6.98918578582069,9,0.073000461368182,0.044199538374581,-131.619427272112,267.238854544224,1.76343339654264,12.8348903077638,-128.680351591901,261.360703183802
"1770","mre11","MATalpha","YPD",30,25,8.04,4.29612228255513,7,0.139510010430383,0.050534511082524,-71.5859579204325,147.171915840865,2.03040018451552,9.10564453993527,-69.463826672897,142.927653345794
"1771","rad54","MATalpha","YPD",30,25,25.04,9.77019276507207,26,0.0886710265259675,0.00714266984670872,-93.0336516577077,190.067303315415,2.84414380063571,28.1122865731188,-91.6367752039939,187.273550407988
